budget,genres,homepage,id,keywords,original_language,overview,popularity,revenue,runtime,tagline,title,vote_average,vote_count,movie_id,cast,director,year,imdb_id,poster_path,num_critic_for_reviews,num_user_for_reviews,imdb_score,movie_facebook_likes
35000000,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",0,9616,"['riddle', 'rome', 'vatican', 'secret organization', 'investigation', 'sin', 'repentance', 'priest', 'psychological thriller', 'violence', 'catholic church', 'sin eater', 'mentor protégé relationship', 'reference to god', 'suspicious death']",en,"For centuries, a secret Order of priests has existed within the Church. A renegade priest, Father Alex Bernier, is sent to Rome to investigate the mysterious death of one of the Order's most revered members. Following a series of strangely similar killings, Bernier launches an investigation that forces him to confront unimaginable evil.",3.746806,11560806,102,Every soul has its price.,The Order,4.8,91,9616,"['Heath Ledger', 'Shannyn Sossamon', 'Benno Fürmann', 'Mark Addy', 'Peter Weller']",['Brian Helgeland'],2003,tt0304711,posters/poster_9616.jpg,112,204,5.1,704
50000000,"['Drama', 'History', 'Romance']",0,10533,"['based on novel', 'burning of witches', 'puritan', 'pregnancy', 'period drama', 'extramarital affair']",en,"Set in puritanical Boston in the mid 1600s, the story of seamstress Hester Prynne, who is outcast after she becomes pregnant by a respected reverend. She refuses to divulge the name of the father, is ""convicted"" of adultery and forced to wear a scarlet ""A"" until an Indian attack unites the Puritans and leads to a reevaluation of their laws and morals.",7.44268,10382407,135,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,5.5,108,10533,"['Demi Moore', 'Gary Oldman', 'Robert Duvall', 'Robert Prosky', 'Edward Hardwicke']",['Roland Joffé'],1995,tt0114345,posters/poster_10533.jpg,34,90,5.1,943
15000000,"['Drama', 'Thriller', 'Crime']",0,74536,[],en,A rookie cop is assigned to the 118 Precinct in the same district where he grew up. The Precinct Captain starts receiving letters about two unsolved murders that happened many years ago in the housing projects when the rookie cop was just a kid. These letters bring back bad memories and old secrets that begin to threaten his career and break up his family.,7.701186,0,90,Serve. Protect. Lie.,The Son Of No One,4.8,92,74536,"['Channing Tatum', 'Al Pacino', 'Juliette Binoche', 'Katie Holmes', 'James Ransone']",['Dito Montiel'],2011,tt1535612,posters/poster_74536.jpg,62,41,5.1,0
43000000,"['Romance', 'Comedy']",http://www.sonypictures.com/movies/thesweetestthing/,11812,"['roommate', 'marriage', 'aftercreditsstinger', 'duringcreditsstinger']",en,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",18.65632,68696770,84,A romantic comedy without the sugar.,The Sweetest Thing,5.3,280,11812,"['Cameron Diaz', 'Christina Applegate', 'Thomas Jane', 'Selma Blair', 'Jason Bateman']",['Roger Kumble'],2002,tt0253867,posters/poster_11812.jpg,99,403,5.1,0
30000000,['Comedy'],http://www.threestooges.com/movie/index.htm,76489,['duringcreditsstinger'],en,"While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality TV show.",14.585968,54819301,92,Just Say Moe.,The Three Stooges,4.9,140,76489,"['Sean Hayes', 'Will Sasso', 'Chris Diamantopoulos', 'Jane Lynch', 'Sofía Vergara']","['Bobby Farrelly', 'Peter Farrelly']",2012,tt0383010,posters/poster_76489.jpg,162,189,5.1,13000
0,"['Comedy', 'Horror', 'Action']",0,28165,"['japan', 'new jersey', 'sequel', 'superhero', 'gore', 'spoof', 'cult film']",en,"The Toxic Avenger is lured to Tokyo, Japan by the evil corporation Apocalypse Inc. So while the Toxic Avenger is fighting crime in Tokyo, Apocalypse Inc. spread evil in Tromaville.",1.7913310000000002,0,96,0,The Toxic Avenger Part Ii,5.3,39,28165,"['Ron Fazio', 'John Altamura', 'Phoebe Legere', 'Rick Collins', 'Rikiya Yasuoka']","['Lloyd Kaufman', 'Michael Herz']",1989,tt0098503,posters/poster_28165.jpg,49,40,5.1,321
25000000,"['Thriller', 'Action', 'Crime']",http://www.thetransporterrefueled.com/,287948,"['transporter', 'sequel', 'suspense', 'car', 'bank heist', 'action']",en,"The fast-paced action movie is again set in the criminal underworld in France, where Frank Martin is known as The Transporter, because he is the best driver and mercenary money can buy. In this installment, he meets Anna and they attempt to take down a group of ruthless Russian human traffickers who also have kidnapped Frank’s father.",25.002715,72629670,96,He Delivers.,The Transporter Refueled,5.2,559,287948,"['Ed Skrein', 'Ray Stevenson', 'Loan Chabanol', 'Gabriella Wright', 'Tatjana Pajković']",['Camille Delamarre'],2015,tt2938956,posters/poster_287948.jpg,148,121,5.1,0
0,"['Drama', 'Horror', 'Thriller']",0,13569,[],en,Innocent lives hang on the whim of an elusive psychopathic murderer whose strange riddles and impossible timelines force three people into a mission to end the game before one or all of them die.,1.946715,0,101,0,Thr3E,4.8,21,13569,"['Marc Blucas', 'Justine Waddell', 'Bill Moseley', 'Priscilla Barnes', 'Jack Ryan']",['Robby Henson'],2006,tt0486028,posters/poster_13569.jpg,25,90,5.1,250
26000000,"['Comedy', 'Family']",0,18147,['holiday'],en,Five disparate kids snowed in at the airport on Christmas Eve learn some lessons about friendship when they launch a bid to get back to their families and outsmart a disgruntled airport official who wants to keep them grounded.,10.006282,0,90,"No plane, no parents, no problem!",Unaccompanied Minors,5.4,66,18147,"['Lewis Black', 'Wilmer Valderrama', 'Tyler James Williams', 'Dyllan Christopher', 'Brett Kelly']",['Paul Feig'],2006,tt0488658,posters/poster_18147.jpg,73,56,5.1,498
16000000,"['Comedy', 'Romance', 'Horror']",0,73935,"['vampire', 'love', 'woman director']",en,The modern-day story focuses on two beautiful young vampires who are living the good nightlife in New York until love enters the picture and each has to make a choice that will jeopardize their immortality.,7.251897,0,93,Dating Sucks,Vamps,4.8,91,73935,"['Alicia Silverstone', 'Krysten Ritter', 'Sigourney Weaver', 'Richard Lewis', 'Wallace Shawn']",['Amy Heckerling'],2012,tt1545106,posters/poster_73935.jpg,54,42,5.1,0
0,['Horror'],http://www.zmdthemovie.com/,34592,"['racist', 'religion']",en,"An idyllic island town is under attack by that most invasive of pests: zombies! Port Gamble is being overrun with braineaters, and the people seem powerless to stave them off. But wait, a rag tag band of rebels is trying to turn the tide and push the invading hordes of undead back.",1.563711,0,92,They're just like you ... only dead,Zmd: Zombies Of Mass Destruction,4.7,31,34592,"['Janette Armand', 'Doug Fahl', 'Cooper Hopkins', 'Bill Johns', 'Russell Hodgkinson']",['Kevin Hamedani'],2009,tt1134674,posters/poster_34592.jpg,64,39,5.1,0
35000000,"['Thriller', 'Action', 'Mystery']",http://www.abductionthefilm.com/,59965,"['cia', 'airport', 'hero', 'fight', 'kidnapping', 'time bomb', 'training', 'webcam', 'website', 'party', 'on the run', 'hospital', 'train', 'teenager']",en,A young man sets out to uncover the truth about his life after finding his baby photo on a missing persons website.,19.893646,82087155,106,They stole his life. He's taking it back.,Abduction,5.6,961,59965,"['Taylor Lautner', 'Lily Collins', 'Alfred Molina', 'Jason Isaacs', 'Maria Bello']",['John Singleton'],2011,tt1600195,posters/poster_59965.jpg,180,173,5.0,13000
28000000,['Action'],0,10923,"['spy', 'cia', 'killer robot', 'delinquent', 'teen spy']",en,"Recruited by the U.S. government to be a special agent, nerdy teenager Cody Banks must get closer to cute classmate Natalie in order to learn about an evil plan hatched by her father. But despite the agent persona, Cody struggles with teen angst.",11.859396,58795814,102,Save the world. Get the girl. Pass math.,Agent Cody Banks,5.0,284,10923,"['Frankie Muniz', 'Hilary Duff', 'Angie Harmon', 'Keith David', 'Cynthia Stevenson']",['Harald Zwart'],2003,tt0313911,posters/poster_10923.jpg,79,104,5.0,542
0,"['Adventure', 'Animation', 'Comedy', 'Family']",http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,258509,"['chipmunk', 'cgi', 'talking animal', 'aftercreditsstinger', 'duringcreditsstinger']",en,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",27.867368,233755553,92,Fast & furry-ous,Alvin And The Chipmunks: The Road Chip,5.8,428,258509,"['Jason Lee', 'Justin Long', 'Bella Thorne', 'Matthew Gray Gubler', 'Jesse McCartney']",['Walt Becker'],2015,tt2974918,posters/poster_258509.jpg,70,53,5.0,0
0,"['Horror', 'Thriller']",0,10008,"['witch', 'independent film', 'curse', 'suitor', 'family']",en,Based on the true events of the only case in US History where a spirit caused the death of a man.,7.436315,0,83,Possession Knows No Bounds,An American Haunting,5.3,142,10008,"['Donald Sutherland', 'Sissy Spacek', ""James D'Arcy"", 'Matthew Marsh', 'Gaye Brown']",['Courtney Solomon'],2005,tt0429573,posters/poster_10008.jpg,125,747,5.0,0
8500000,['Comedy'],0,175528,[],en,"Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé.",11.436405,22456509,96,She's done flying solo.,Baggage Claim,5.6,85,175528,"['Paula Patton', 'Adam Brody', 'Djimon Hounsou', 'Taye Diggs', 'Christina Milian']",['David E. Talbert'],2013,tt1171222,posters/poster_175528.jpg,52,41,5.0,0
20000000,"['Music', 'Drama']",0,109417,"['musical', '3d']",en,"A down-on-his-luck coach is hired to prepare a team of the best American dancers for an international tournament that attracts all the best crews from around the world, but the Americans haven't won in fifteen years.",8.237336,16549477,110,The World is watching,Battle Of The Year,5.9,88,109417,"['Josh Holloway', 'Josh Peck', 'Chris Brown', 'Laz Alonso', 'Caity Lotz']",['Benson Lee'],2013,tt1532958,posters/poster_109417.jpg,65,25,5.0,0
0,"['Horror', 'Thriller']",http://www.chernobyldiaries.com/,93856,"['radiation', 'ukraine', 'nuclear radiation', 'tourist', 'nuclear power plant', 'stranded', 'deserted town', 'pripyat']",en,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide'. Ignoring warnings, he takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",20.649145,18112929,88,Experience the fallout,Chernobyl Diaries,4.9,483,93856,"['Jesse McCartney', 'Jonathan Sadowski', 'Olivia Taylor Dudley', 'Ingrid Bolsø Berdal', 'Alex Feldman']",['Bradley Parker'],2012,tt1991245,posters/poster_93856.jpg,270,271,5.0,24000
3000000,"['Action', 'Comedy']",http://genvideoshd.com/watch-compadres-2016-full-movie-online-genvideos/,317930,[],es,"A disgruntled Mexican cop is forced to work with a teenage hacker to hunt down the criminals who killed his wife, and dismantle their operation.",1.569246,0,101,0,Compadres,5.2,17,317930,"['Omar Chaparro', 'Joey Morgan', 'Aislinn Derbez', 'Eric Roberts', 'Camila Sodi']",['Enrique Begné'],2016,tt3367294,posters/poster_317930.jpg,5,8,5.0,174
50000000,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']",0,10329,"['gorilla', 'kongo', 'diamond mine', 'diamond']",en,"Eight people embark on an expedition into the Congo, a mysterious expanse of unexplored Africa where human greed and the laws of nature have gone berserk. When the thrill-seekers -- some with ulterior motives -- stumble across a race of killer apes.",10.755847,152022101,109,Where you are the endangered species.,Congo,5.0,213,10329,"['Laura Linney', 'Dylan Walsh', 'Ernie Hudson', 'Tim Curry', 'Grant Heslov']",['Frank Marshall'],1995,tt0112715,posters/poster_10329.jpg,55,147,5.0,0
35000000,"['Horror', 'Comedy']",0,10012,"['brother sister relationship', 'bite', 'transformation', 'supernatural powers', 'werewolf']",en,"A werewolf loose in Los Angeles changes the lives of three young adults, who, after being mauled by the beast, learn they must kill their attacker if they hope to change their fate to avoid becoming werewolves too.",11.195593,19294901,97,What doesn't kill you makes you stronger.,Cursed,5.1,167,10012,"['Portia de Rossi', 'Christina Ricci', 'Jesse Eisenberg', 'Milo Ventimiglia', 'Judy Greer']",['Wes Craven'],2005,tt0257516,posters/poster_10012.jpg,158,325,5.0,0
0,"['Animation', 'Family', 'Comedy']",0,16508,"['journalism', 'dance', 'daydream', 'friendship', 'pollution', 'cartoon', 'number in title', 'kids and family', 'valentine']",en,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,1.88484,0,77,You'll Dig Doug!,Doug'S 1St Movie,5.4,22,16508,"['Thomas McHugh', 'Fred Newman', 'Chris Phillips', 'Constance Shulman']",['Maurice Joyce'],1999,tt0187819,posters/poster_16508.jpg,28,18,5.0,122
0,"['Music', 'Comedy', 'Drama', 'Romance']",0,28665,"['musical', 'duringcreditsstinger']",en,"An updated version of the 1980 musical, which centered on the students of the New York Academy of Performing Arts.",7.668063,0,107,0,Fame,5.5,135,28665,"['Kay Panabaker', 'Naturi Naughton', 'Kherington Payne', 'Megan Mullally', 'Walter Perez']",['Kevin Tancharoen'],2009,tt1016075,posters/poster_28665.jpg,134,82,5.0,0
50000000,"['Animation', 'Comedy', 'Family']",0,8920,"['competition', 'moderator', 'lasagne', 'garfield']",en,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",17.667826,200804534,80,Get ready for frisky business.,Garfield,5.2,820,8920,"['Bill Murray', 'Breckin Meyer', 'Jennifer Love Hewitt', 'Stephen Tobolowsky', 'Evan Arnold']",['Peter Hewitt'],2004,tt0356634,posters/poster_8920.jpg,116,232,5.0,795
40000000,['Drama'],0,10060,"['loss of mother', 'attempted murder', 'career', 'musical', 'rapper', 'drug']",en,"A tale of an inner city drug dealer who turns away from crime to pursue his passion, rap music.",12.885985,46442528,117,If You Think You Know the Story...You Don't Know the Man.,Get Rich Or Die Tryin',6.3,186,10060,"['50 Cent', 'Joy Bryant', 'Adewale Akinnuoye-Agbaje', 'Omar Benson Miller', 'Terrence Howard']",['Jim Sheridan'],2005,tt0430308,posters/poster_10060.jpg,98,284,5.0,0
12000000,['Comedy'],0,61752,"['independent film', 'neighbor', 'masturbation', 'phone sex', 'actress']",en,"Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions.",2.993939,4939939,108,"A fresh, sassy and sexy comedy!",Girl 6,5.7,16,61752,"['Theresa Randle', 'Isaiah Washington', 'Spike Lee', 'Jenifer Lewis', 'Debi Mazar']",['Spike Lee'],1996,tt0116414,posters/poster_61752.jpg,30,33,5.0,251
15000000,"['Drama', 'Comedy', 'Romance']",0,12257,"['waitress', 'infidelity', 'planned murder', 'pregnancy and birth', 'funeral', 'widow', 'hamburger', 'junk food']",en,"Dorian and Angus chase down their womanizing stepfather with a helicopter, frightening him to death. In his effort to cover their tracks, Dorian begins investigating his stepfather's mistress, Sally. She works at a fast-food drive-through, she's pregnant and Dorian quickly falls in love with her. Unfortunately, his scheming mother wants Sally dead. And Sally isn't sure she wants Dorian to be her child's father and also his brother.",3.033471,10443316,93,A long shot romance in a short order world.,Home Fries,4.8,32,12257,"['Drew Barrymore', ""Catherine O'Hara"", 'Luke Wilson', 'Jake Busey', 'Shelley Duvall']",['Dean Parisot'],1998,tt0119304,posters/poster_12257.jpg,42,88,5.0,247
65000000,"['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']",0,10783,"['weather forecast', 'tv station', 'weather', 'lottery', 'wettermann', 'debt', 'woman director']",en,"Russ Richards is a TV weatherman and local celebrity on the verge of losing his shirt. Desperate to escape financial ruin, he schemes with Crystal the TV station's lotto ball girl to rig the state lottery drawing. The numbers come up right, but everything else goes wrong as the plan starts to unravel and the game turns rough.",2.952595,0,105,When they put their heads together... it's a no brainer.,Lucky Numbers,4.9,52,10783,"['John Travolta', 'Lisa Kudrow', 'Tim Roth', ""Ed O'Neill"", 'Michael Rapaport']",['Nora Ephron'],2000,tt0219952,posters/poster_10783.jpg,60,69,5.0,177
6000000,"['Drama', 'Comedy', 'Romance']",0,16781,"['spanking', 'based on play']",en,"Based upon Tyler Perry's acclaimed stage production, Madea's Family Reunion continues the adventures of Southern matriarch Madea. She has just been court ordered to be in charge of Nikki, a rebellious runaway, her nieces, Lisa and Vanessa, are suffering relationship trouble, and through it all, she has to organize her family reunion.",5.882208,57231524,110,0,Madea'S Family Reunion,6.0,77,16781,"['Tyler Perry', 'Blair Underwood', 'Lynn Whitfield', 'Boris Kodjoe', 'Lisa Arrindell']",['Tyler Perry'],2006,tt0455612,posters/poster_16781.jpg,46,137,5.0,676
0,"['Action', 'Comedy']",0,10040,"['ransom', 'press conference', 'ship', 'miss america', 'fbi agent']",en,"After her triumph at the Miss United States pageant, FBI agent Gracie Hart becomes an overnight sensation -- and the new ""face of the FBI."" But it's time to spring into action again when the pageant's winner, Cheryl, and emcee, Stan, are abducted.",19.998581,0,115,You might feel a little prick,Miss Congeniality 2: Armed And Fabulous,5.3,425,10040,"['Sandra Bullock', 'Regina King', 'Enrique Murciano', 'William Shatner', 'Eileen Brennan']",['John Pasquin'],2005,tt0385307,posters/poster_10040.jpg,111,156,5.0,621
0,['Comedy'],0,16471,[],en,"Jealous, harried air traffic controller Max Fielder, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses to not only win her back, but to gain a little revenge.",4.2937059999999985,0,89,0,Modern Problems,5.6,23,16471,"['Chevy Chase', ""Patti D'Arbanville"", 'Dabney Coleman', 'Mary Kay Place', 'Nell Carter']",['Ken Shapiro'],1981,tt0082763,posters/poster_16471.jpg,14,48,5.0,495
5000000,"['Horror', 'Thriller']",0,227348,"['supernatural', 'demon', 'found footage']",en,"Seventeen-year-old Jesse has been hearing terrifying sounds coming from his neighbor’s apartment, but when he turns on his camera and sets out to uncover their source, he encounters an ancient evil that won’t rest until it’s claimed his very soul.",19.984477,86362372,84,You're one of us now.,Paranormal Activity: The Marked Ones,5.2,449,227348,"['Andrew Jacobs', 'Richard Cabral', 'Carlos Pratts', 'Eddie J. Fernandez', 'Jorge Diaz']",['Christopher B. Landon'],2014,tt2473682,posters/poster_227348.jpg,220,155,5.0,10000
17900000,"['Adventure', 'Fantasy', 'Action']",0,9626,"['monster', 'swordplay', 'queen', 'talisman', 'marvel comic', 'based on comic book', 'sword and sorcery']",en,"The tyrant Gedren seeks the total power in a world of barbarism. She raids the city Hablac and kills the keeper of a talisman that gives her great power. Red Sonja, sister of the keeper, sets out with her magic sword to overthrow Gedren.",12.752463,6948633,89,A woman and a warrior that became a legend.,Red Sonja,5.0,206,9626,"['Arnold Schwarzenegger', 'Brigitte Nielsen', 'Sandahl Bergman', 'Paul L. Smith', 'Ernie Reyes, Jr.']",['Richard Fleischer'],1985,tt0089893,posters/poster_9626.jpg,59,95,5.0,0
20000000,"['Thriller', 'Horror', 'Mystery']",0,61012,"['female protagonist', 'another dimension', 'based on video game', 'mall', 'occult ritual', 'dark carnival', 'occult torture', 'aftercreditsstinger', '3d']",en,"Heather Mason and her father have been on the run, always one step ahead of dangerous forces that she doesn't fully understand, Now on the eve of her 18th birthday, plagued by horrific nightmares and the disappearance of her father, Heather discovers she's not who she thinks she is. The revelation leads her deeper into a demonic world that threatens to trap her forever.",23.292761,52302796,94,This Halloween prepare for a 3D ride through hell.,Silent Hill: Revelation 3D,5.0,432,61012,"['Adelaide Clemens', 'Kit Harington', 'Sean Bean', 'Carrie-Anne Moss', 'Radha Mitchell']",['Michael J. Bassett'],2012,tt0938330,posters/poster_61012.jpg,173,220,5.0,25000
135000000,['Action'],0,10048,"['artificial intelligence', 'u.s. navy', 'aftercreditsstinger']",en,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",17.88953,76932943,121,Fear The Sky,Stealth,4.9,331,10048,"['Josh Lucas', 'Jessica Biel', 'Jamie Foxx', 'Sam Shepard', 'Richard Roxburgh']",['Rob Cohen'],2005,tt0382992,posters/poster_10048.jpg,145,388,5.0,0
2500000,"['Comedy', 'Horror']",0,254472,['giant insect'],de,A fancy garden party turns into upper class prey when a colony of killer wasps mutates into seven foot tall predators.,4.270489,0,87,"Get inside, get away, just don't get stung",Stung,4.9,63,254472,"[""Matt O'Leary"", 'Jessica Cook', 'Lance Henriksen', 'Clifton Collins Jr', 'David Masterson']",['Benni Diez'],2015,tt3300572,posters/poster_254472.jpg,95,23,5.0,0
0,"['Comedy', 'Family']",0,13824,[],en,"Orphan Mary Katherine Gallagher, an ugly duckling at St. Monica High School, has a dream: to be kissed soulfully. She decides she can realize this dream if she becomes a superstar, so her prayers, her fantasies, and her conversations with her only friend focus on achieving super-stardom.",4.04701,0,81,Dare to dream.,Superstar,5.1,83,13824,"['Molly Shannon', 'Will Ferrell', 'Elaine Hendrix', 'Harland Williams', 'Tom Green']",['Bruce McCulloch'],1999,tt0167427,posters/poster_13824.jpg,43,160,5.0,2000
4000000,"['Horror', 'Science Fiction']",http://magnetreleasing.com/survivalofthedead/,29426,['zombie'],en,"On an island off the coast of North America, local residents simultaneously fight a zombie epidemic while hoping for a cure to return their un-dead relatives back to their human state.",10.789912,0,90,Death isn't what it used to be.,Survival Of The Dead,4.6,116,29426,"['Alan van Sprang', 'Kenneth Welsh', 'Kathleen Munroe', 'Devon Bostick', 'Richard Fitzpatrick']",['George A. Romero'],2010,tt1134854,posters/poster_29426.jpg,274,159,5.0,0
8500000,"['Drama', 'Thriller']",http://swimfan.film.ru/,20616,"['competition', 'coma', 'infidelity', 'obsession', 'bathing', 'high school', 'femme fatale', 'athlete', 'hospital', 'swimmer', 'swimming', 'troubled teen']",en,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",4.844451,34411240,84,His biggest fan just became his worst nightmare.,Swimfan,5.0,70,20616,"['Jesse Bradford', 'Erika Christensen', 'Shiri Appleby', 'Kate Burton', 'Jason Ritter']",['John Polson'],2002,tt0283026,posters/poster_20616.jpg,86,217,5.0,720
10000000,['Drama'],0,12703,"['rape', 'ambulance', 'ex-girlfriend', 'memory', 'unsimulated sex', 'motorcycle']",en,"Bud Clay races motorcycles in the 250cc Formula II class of road racing. After a race in New Hampshire, he has five days to get to his next race in California. During his road trip, he is haunted by memories of the last time he saw Daisy, his true love.",3.4121620000000004,0,93,"I'm not going to be okay, Bud.",The Brown Bunny,5.5,62,12703,"['Vincent Gallo', 'Chloë Sevigny', 'Cheryl Tiegs', 'Elizabeth Blake', 'Anna Vareschi']",['Vincent Gallo'],2004,tt0330099,posters/poster_12703.jpg,115,226,5.0,952
20000000,"['Horror', 'Thriller']",http://www.sonypictures.com/homevideo/thegrudge2/,1975,"['remake', 'little boy', 'curse']",en,"In Tokyo, a young woman is exposed to the same mysterious curse that afflicted her sister. The supernatural force, which fills a person with rage before spreading to its next victim, brings together a group of previously unrelated people who attempt to unlock its secret to save their lives.",13.906944,39143839,102,"What Was Once Trapped, Will Now Be Unleashed",The Grudge 2,5.2,283,1975,"['Sarah Michelle Gellar', 'Amber Tamblyn', 'Edison Chen', 'Arielle Kebbel', 'Jennifer Beals']",['Takashi Shimizu'],2006,tt0433386,posters/poster_1975.jpg,131,284,5.0,930
60000000,"['Thriller', 'Science Fiction']",http://www.thehappeningmovie.com,8645,"['tree', 'natural disaster', 'crisis', 'park', 'strange behavior']",en,"When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore (Mark Wahlberg) and his wife (Zooey Deschanel) flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister? John Leguizamo and Betty Buckley co-star in this thriller from writer-director M. Night Shyamalan.",20.501582,163403799,91,We've Sensed It. We've Seen The Signs. Now... It's Happening.,The Happening,4.9,950,8645,"['Mark Wahlberg', 'Zooey Deschanel', 'John Leguizamo', 'Spencer Breslin', 'Betty Buckley']",['M. Night Shyamalan'],2008,tt0949731,posters/poster_8645.jpg,323,1264,5.0,6000
18000000,"['Action', 'Adventure', 'Romance', 'Western']",0,38665,"['lone ranger', 'wild bill hickok', 'buffalo bill', 'the lone ranger']",en,"When the young Texas Ranger, John Reid, is the sole survivor of an ambush arranged by the militaristic outlaw leader, Butch Cavendich, he is rescued by an old childhood Comanche friend, Tonto. When he recovers from his wounds, he dedicates his life to fighting the evil that Cavendich represents. To this end, John Reid becomes the great masked western hero, The Lone Ranger. With the help of Tonto, the pair go to rescue President Grant when Cavendich takes him hostage.",11.725805,2945600,98,"The untold story of the man behind the mask, and the legend behind the man.",The Legend Of The Lone Ranger,3.7,14,38665,"['Christopher Lloyd', 'Matt Clark', 'Juanin Clay', 'Jason Robards', 'John Bennett Perry']",['William A. Fraker'],1981,tt0082648,posters/poster_38665.jpg,25,41,5.0,346
2500000,['Crime'],http://www.signature-entertainment.co.uk/film/rise-of-the-krays/,356216,[],en,"Follows the early years of two unknown 18 year old amateur boxers who quickly fought their way to becoming the most feared and respected villains in all of London. Told through the eyes of a close friend that survived them, we see them rise to infamy through drugs, sex and murder.",1.7595060000000002,0,110,Brutal. Notorious. Legendary,The Rise Of The Krays,4.5,19,356216,"['Kevin Leslie', 'Simon Cotton', 'Phil Dunster', 'Danny Midwinter', 'Dan Parr']",['Zackary Adler'],2015,tt2945796,posters/poster_356216.jpg,10,26,5.0,0
0,['Comedy'],0,13173,"['independent film', 'ventriloquist dummy', 'multiple storylines', 'sabbath', 'brain scan', 'radiation sickness', 'parachutist', ""rubik's cube""]",en,"Ten stories, each inspired by one of the ten commandments.",3.865122,0,96,"If He'd meant the commandments literally, He'd have written them in stone.",The Ten,4.9,57,13173,"['Paul Rudd', 'Adam Brody', 'Jon Hamm', 'Winona Ryder', 'Ken Marino']",['David Wain'],2007,tt0811106,posters/poster_13173.jpg,65,117,5.0,915
4000000,"['Drama', 'Romance']",0,133575,[],en,Gary is in love with Valentino. So is Mary Carmen. Their life changes when Valentino is hit with a deadly disease and is slowly dying in their hands. They tear each other off to end up re-uniting upon their love for the same man.,0.409089,0,100,*(Not His Real Name),The Velocity Of Gary,4.2,5,133575,"[""Vincent D'Onofrio"", 'Salma Hayek', 'Thomas Jane', ""Olivia d'Abo""]",['Dan Ireland'],1999,tt0120878,posters/poster_133575.jpg,19,40,5.0,98
15000000,"['Horror', 'Thriller']",http://www.sonypictures.com/movies/whenastrangercalls/site/,10053,"['babysitter', 'death of a friend', 'killer', 'strange person', 'call']",en,"Far away from the site of a gruesome murder, a teenager named Jill Johnson arrives at a luxurious home for a baby-sitting job. With the children fast asleep, she settles in for what she expects to be an ordinary evening. Soon, the ringing of a phone and the frightening words of a sadistic caller turn Jill's routine experience into a night of terror.",4.688212,66966987,87,"Whatever You Do, Don't Answer The Phone.",When A Stranger Calls,5.4,268,10053,"['Camilla Belle', 'Katie Cassidy', 'Tommy Flanagan', 'Brian Geraghty', 'Clark Gregg']",['Simon West'],2006,tt0455857,posters/poster_10053.jpg,152,468,5.0,0
